t_dat,customer_id,article_id,price,sales_channel_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code,year,product_code,prod_name,product_type_no,product_type_name,product_group_name,graphical_appearance_no,graphical_appearance_name,colour_group_code,colour_group_name,perceived_colour_value_id,perceived_colour_value_name,perceived_colour_master_id,perceived_colour_master_name,department_no,department_name,index_code,index_name,index_group_no,index_group_name,section_no,section_name,garment_group_no,garment_group_name,detail_desc
2020-07-10,da6f08641af0e41297ec992d23aafcfb82d8a9ab0628a43fdeb22da6ebaf4c4f,711053003,113.55,2,,,ACTIVE,NONE,28.0,678edebb9bd8452348ba6ff6ee5b912b218b467850cb99764573f5dc589a45ea,2020,711053,Tess Tee.,255,T-shirt,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic,Long T-shirt in soft jersey made from a cotton blend with short sleeves with sewn-in turn-ups.
2019-12-18,2512b86c92397487a02938b2d6108c2dbec40461a5b79d1162359ece6f09e2c7,620928005,95.77,2,,,ACTIVE,NONE,57.0,b119abb52df0f51830656ac8a9d87df8deea9930d198d06f568dc323a86d6e79,2019,620928,PIPER POLO,257,Polo shirt,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,5832,Light Basic Jersey,F,Menswear,3,Menswear,26,Men Underwear,1002,Jersey Basic,Long-sleeved polo shirt in stretch jersey made from a cotton blend with a collar and button placket. Slim Fit.
2020-05-21,46e9abe988f6433a7c75d23565018af9afcf53015957fd2ddfdb3e6a6613bc24,782129002,1075.65,2,1.0,1.0,ACTIVE,Regularly,51.0,4bba7d23f42ce4c4b24f9473fd414c0fd9168902064f279c062f0f95dcd2960b,2020,782129,Anok campaign PQ boot,87,Boots,Shoes,1010001,All over pattern,9,Black,4,Dark,5,Black,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,"Thigh boots in soft leather with decorative seams, covered heels, and a zip on the inside at the bottom of the shaft. Satin linings, canvas insoles and rubber soles. Heel 9 cm."
2018-11-07,d0e4399155c5a7b46eca1363f52222a2c7648334d207182ab1d2976b43bc8ec7,665875004,552.77,2,,,ACTIVE,NONE,50.0,7d900a3b6f41c07b5ce47d707b0515651144e7b7b6c29d9fea054d24258b5147,2018,665875,Anytime Dress,265,Dress,Garment Full body,1010022,Jacquard,23,Dark Yellow,4,Dark,8,Yellow,1926,Woven Occasion,A,Ladieswear,1,Ladieswear,14,Womens Premium,1013,Dresses Ladies,"Calf-length dress in a crêpe weave with a V-neck at the back and short, wide sleeves. Concealed zip in one side, a seam at the waist with pleats and a tie belt, and a straight-cut skirt with slits in the sides. Unlined."
2019-07-07,3e4ecea438d1d74bf14272a012b5e890d07995716b0b5faf9c4e9066c16f7483,710708001,239.04,1,1.0,1.0,ACTIVE,Regularly,32.0,974348ee884078e8c08000c797b83804697fe9c56bdd332eaa5e1175a5cfcd01,2019,710708,Frankie RW pull on,272,Trousers,Garment Lower body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"Ankle-length, pull-on trousers in an airy weave with a regular, elasticated waist, welt side pockets and fake back pockets. Loose fit with a fake fly and tapered legs with creases."
2018-12-22,e30b4efe1f8812716501647ade80f9e7d750df4058d83889d21ff27a67c90ffd,664647011,239.04,2,1.0,1.0,ACTIVE,Regularly,30.0,e75735432b29f7be5a1a655e9251d8fc667347d8f0b2773331dc0b3cae3fe070,2018,664647,Bruce Skinny Denim,272,Trousers,Garment Lower body,1010023,Denim,73,Dark Blue,4,Dark,2,Blue,5686,Trouser,F,Menswear,3,Menswear,20,Contemporary Smart,1009,Trousers,"5-pocket jeans in washed stretch denim with a regular waist, zip fly and skinny legs."
2020-08-19,02c0bf3452de1f6bf318f0144e4b728fd4cefe19ea9f6ba81be24d5288648132,860525002,82.17,2,1.0,1.0,ACTIVE,Regularly,38.0,a64b9ef86f0aeefb91d52119327f79f604efd3f1350f4577d9635bd463825c0e,2020,860525,FIG TANK,253,Vest top,Garment Upper body,1010001,All over pattern,22,Yellow,7,Medium,8,Yellow,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Straight-cut top in an airy viscose weave with narrow, adjustable shoulder straps."
2019-01-08,86a8cd69cf9b147d779e159bef2358d70d349a38c903f7bdd7de5717e7008dd2,600059001,239.04,2,,,ACTIVE,NONE,21.0,9502699b26a18d957a0820b07c59d0d6325e923b39c857bf2e037d89d8790dcd,2019,600059,Bobby PU 2-Pack Belt,67,Belt,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,7389,Belts,F,Menswear,3,Menswear,25,Men Accessories,1019,Accessories,Belts in imitation leather with a metal buckle. Width 3.2 cm.
2019-09-25,ef6fd0176384204d0a080e4acd55a04db464236bf2232d59219ce46bd331c644,674606044,239.04,2,,,ACTIVE,NONE,31.0,f016132125174574f0afb42ffc55c3eaeae0fda0ea54e4c9a906497f6eb3ccb6,2019,674606,CHARLIE SKIRT,275,Skirt,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts,"Short, A-line skirt with a high waist and buttons down the front."
2020-01-30,95a3de25408d5a426b926a65c10b9c45452ad0c0947f6449e916910a0732babb,855080001,175.35,2,,,ACTIVE,NONE,48.0,48b590e6f7eea658e566d54cc3c84c996283778d643a9f765bf3522e202fe885,2020,855080,Frida push up seamless,-1,Unknown,Unknown,1010016,Solid,9,Black,4,Dark,5,Black,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Non-wired push-up bra designed with the minimum number of seams for a seamless, comfortable feel against the skin. Padded cups for a larger bust and fuller cleavage, adjustable shoulder straps and a hook-and-eye fastening at the back."
2020-02-24,6c5878c2007cef04f6bcee3b5edc4679ac9229ac548afea72a6011c313b9a74d,791494001,163.22,1,1.0,1.0,ACTIVE,Regularly,66.0,cbf5fbc4e8787757b3581f4e8fe0e4239b0eb9c35d8195789b9848672be9f04e,2020,791494,FUN FANCY interactive crew TP,252,Sweater,Garment Upper body,1010008,Front print,32,Orange,7,Medium,3,Orange,7648,Kids Boy Jersey Fancy,H,Children Sizes 92-140,4,Baby/Children,46,Kids Boy,1005,Jersey Fancy,"Long-sleeved top in soft sweatshirt fabric with a flock print on the front and ribbing around the neckline, cuffs and hem. Soft brushed inside."
2020-06-09,6f0e2d0a6e5d1e5c1194962422262cd788e747692b44cdc6888b9561a60c96b6,712924014,134.46,2,,,ACTIVE,NONE,30.0,dd300985488ac1c4307898eea70c2abb027979cbbbe6ecd48bc861c79107df62,2020,712924,New Girl Cheeky Tanga,59,Swimwear bottom,Swimwear,1010026,Other structure,22,Yellow,4,Dark,8,Yellow,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms. Low waist with wide elastication, and a high cut at the back."
2020-01-24,4589f053549de845ed70d93087748755dc89904d190e899791721b860c26f570,772565010,113.55,2,,,ACTIVE,NONE,20.0,c7f098c85515cef52ae46999c66175891a499f825a4343724aa4ad48f1e128b5,2020,772565,Burcu Styling Scarf,80,Scarf,Accessories,1010001,All over pattern,11,Off White,1,Dusty Light,9,White,3409,Scarves,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,"Scarf in soft, patterned satin."
2019-07-26,7b3751e72679a3ed51f9fd3a7a6b8a0635a27028b1bb4291387054db5f0724e6,756945001,186.75,2,1.0,1.0,ACTIVE,Regularly,41.0,54fd6ffa32a77fb24c0dbd88c8836b359c9144b7474240801cd51e4dc2ee4df4,2019,756945,Arragan Top,253,Vest top,Garment Upper body,1010016,Solid,9,Black,4,Dark,5,Black,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy,"Short, smocked top in frill-trimmed cotton jersey with wide, elasticated shoulder straps."
2019-07-10,0380e41acf83dea6e534b90dadbf9ec6b8340b40302fa507596f930125ce0bd0,687173005,92.63,1,,,ACTIVE,NONE,25.0,ae7ccb98072c361eeeab20816eede8d5779d4d051226e0cc647f8d214a7b1384,2019,687173,Margarita Push Melbourne,306,Bra,Underwear,1010016,Solid,52,Pink,2,Medium Dusty,4,Pink,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear","Lace push-up bra with moulded, padded cups for a larger bust and fuller cleavage. Narrow, adjustable shoulder straps and a hook-and-eye fastening at the back."
2020-05-02,799768c99fa3379c079564b73eee2782373128655437e383889a5416edd6b0e5,773170011,124.0,2,1.0,1.0,ACTIVE,Regularly,23.0,31ffb013ec604cd324203b1eaab936b526c90699677d68ccae7188d26c5ca700,2020,773170,JOLIEN STRAP,253,Vest top,Garment Upper body,1010011,Metallic,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Top in woven fabric with a lace trim at the top, V-neck front and back and narrow, adjustable shoulder straps."
2020-02-26,03e800ad53e82a0c4ae735e9bf4cc6bbe93c63958ca65becf911ba8fb4619895,806071002,552.77,1,,,ACTIVE,NONE,21.0,f8c4132ba7e7f1a4f8190a514a1663d93ffe71b85384de24ced69c943d394344,2020,806071,Piti PQ loafer,144,Flat shoe,Shoes,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,3040,Premium Quality,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Loafers in suede with pointed toes and tassels at the front. Leather linings and insoles. Heel 0.5 cm.
2020-05-23,604ec8e469a4aff3f97fa31d070264402a21c59b5926cfceec6c6840b7aac859,899351002,358.99,2,,,ACTIVE,NONE,24.0,f7832910396a29bd1bea1de40e3b040e26d002314b9846b3a73360fadf608d65,2020,899351,Tango dress,265,Dress,Garment Full body,1010016,Solid,13,Beige,2,Medium Dusty,11,Beige,1941,Blouse & Dress,A,Ladieswear,1,Ladieswear,18,Womens Trend,1010,Blouses,"Voluminous, A-line, knee-length dress in a crisp Tencel™ lyocell and nylon weave with a V-neck and narrow shoulder straps that join to form a racer back. Unlined."
2018-11-06,99228759ba9724ce2b36374bf975b9d9b09c3166d5c2e8cff3802a24368adf9f,662888001,239.04,2,,,ACTIVE,NONE,46.0,54f47a53b729f651a73be50ffabca2ee648a027d6dc2c85291416975b930cf42,2018,662888,Miranda,252,Sweater,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Off-the-shoulder jumper in a soft, fine knit containing some wool with a double-layered trim at the top, long, wide sleeves and ribbing at the cuffs and hem."
2019-11-22,cfadc1639b99d87ef7ecd04c96dc89da8078a73e77c8f19e18a04fe48bbf3398,793137008,234.23,2,,,ACTIVE,NONE,,a7d9292ef2b56c897ddccb2c8f007a13e5d9b2bb148ccd73c517833fa5224862,2019,793137,Barry cardigan,245,Cardigan,Garment Upper body,1010010,Melange,12,Light Beige,1,Dusty Light,11,Beige,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear,Cardigan in a soft knit with dropped shoulders and long sleeves with ribbed cuffs. No buttons.
2019-07-03,c5b25567cc433a3886ee15bc908ce8110dc7f4643d31619a5b66e7bd36570627,573282030,67.53,2,1.0,1.0,ACTIVE,Regularly,20.0,bb6c0ce0212e58ca065783c4376ff1e138d921fbe94c5a14c78506e0bb83e899,2019,573282,ANNA SLUB,255,T-shirt,Garment Upper body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy,Fitted short-sleeved top in slub jersey made from organic cotton with a round neck and rounded hem.
2020-06-19,153cf2b58197b3eabe170eb7eb9698a357d02492339ab324aa4357b44bc61f69,778064051,82.17,1,,,ACTIVE,NONE,25.0,1bf665b0b5aa29bef3a8349d1bef0ddca298adb6f282560d8c132bac3230482e,2020,778064,Claudine,255,T-shirt,Garment Upper body,1010016,Solid,21,Light Yellow,3,Light,8,Yellow,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Fitted top in soft organic cotton jersey with short sleeves.
2020-03-30,abf0c4220292670854f9b50503327c09cde18520af22028dbab1926fba1c8912,861740001,343.61,2,,,ACTIVE,NONE,55.0,e3bd6c7d34341391f960e72e852650b02db6bac1e87761cb0b03887ad889cee0,2020,861740,Bentley dress,265,Dress,Garment Full body,1010016,Solid,73,Dark Blue,4,Dark,2,Blue,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Short, sleeveless dress in jersey crêpe with a boat neck, side panels, a concealed zip at the back and a seam at the waist with a decorative belt and shiny buttons."
2018-10-12,8dbf3a7bec662586b634523e96e4216d007c7a211f59d11285c4c581407f3197,331474015,113.55,2,1.0,1.0,ACTIVE,Regularly,37.0,429c9ebda8f7af56645d4a3252fd49e53cc66b1b088a4221f2a506399b2739fd,2018,331474,JOEL Fancy sweatpants SB,272,Trousers,Garment Lower body,1010001,All over pattern,92,Green,5,Bright,19,Green,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,"Joggers in sweatshirt fabric with elasticated ribbing at the waist, pockets in the side seams and ribbed hems."
2019-02-22,2bf136627948983a954708243dc5e9a20665d1ffda821f6839aaaedee7ceef65,698293001,189.89,2,1.0,1.0,ACTIVE,Regularly,30.0,a72d841d78c0c6266d0b6fbb6aa84baece1b6b54b59fd74451befdc3f6e54a39,2019,698293,Just for Life Top,298,Bikini top,Swimwear,1010017,Stripe,72,Blue,7,Medium,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Frilled bikini top with lined cups with removable inserts, narrow adjustable shoulder straps and a fastener at the back."
2019-07-24,e464ca5b8f21c150e7de0dd92f2497119cf984ad693c0a8f44519c40476ac45d,678942026,134.46,2,,,ACTIVE,NONE,29.0,547288aff6c10b1e7c0cab0c9eb019e30372ebfb4c58e11ca90b499fbcd59c42,2019,678942,Harrison (1),252,Sweater,Garment Upper body,1010010,Melange,51,Light Pink,1,Dusty Light,4,Pink,3708,Loungewear,A,Ladieswear,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1017,"Under-, Nightwear","Short-sleeved jumper in a soft, fine-knit viscose blend with ribbing around the neckline, sleeves and hem."
2019-05-25,346fbfbcc64adc30fe52b2f967b3865944b8ae4de1394991e6a7e492fda66952,685429003,229.52,2,1.0,1.0,ACTIVE,Regularly,49.0,5539bc4edfb9ff89fa9119f6d76cfe13d50ece86aff0479146eca8eb8838b728,2019,685429,Rose,265,Dress,Garment Full body,1010001,All over pattern,17,Yellowish Brown,4,Dark,13,Brown,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies,"Straight-cut dress in a viscose weave with a boat neck and short, open sleeves with ties. Unlined."
2018-10-02,69dec219fb1e3abba4bf71b3e7efd318152d9360032ac407d077d7eb51bdfc11,617383003,239.04,2,,,ACTIVE,NONE,68.0,df260658973c94023577925c5f2df2654d500c9704081e28293b4c1294556f01,2018,617383,Siljan,265,Dress,Garment Full body,1010012,Mixed solid/pattern,73,Dark Blue,4,Dark,2,Blue,7618,Kids Girl Knitwear,H,Children Sizes 92-140,4,Baby/Children,76,Kids Girl,1003,Knitwear,"Long-sleeved dress with a fine-knit top and woven, flared, lined skirt."
2020-03-15,015a6f6986481d33ff9c813ec1b16564c352d57c675ac67b97d64a5376aafb63,768816002,82.17,2,1.0,1.0,ACTIVE,Regularly,19.0,c01d1b3b8253489657a7df028531d4373dd6c6314d0a0390eb86914410227380,2020,768816,SEC SPEED OLIVIA BRALETT,253,Vest top,Garment Upper body,1010001,All over pattern,10,White,3,Light,9,White,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses,"Short top in a viscose weave with narrow, adjustable shoulder straps, a V-shaped neckline with decorative buttons down the front, and smocking at the back."
2019-04-26,2b9bd964c0daa084677bef13291589a947b8f0fc7a027ad3672e9462f2446a73,732729001,448.19,2,,,ACTIVE,NONE,49.0,c8782c194070d066139e8dbcdc40acdf6de688e4d2da40597a01775f014a4bab,2019,732729,Dress Frill,265,Dress,Garment Full body,1010023,Denim,72,Blue,2,Medium Dusty,2,Blue,1773,Denim Other Garments,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim,"Sleeveless dress in soft, washed Tencel™ lyocell denim with a V-neck, concealed zip at the back, tie belt at the waist and wrapover front with a flounce-trimmed skirt."
2019-11-01,9bc21213038b943d73d45a5a6e9aa1d698256a35e84858852eef898352f09903,720125004,239.04,1,1.0,1.0,ACTIVE,Regularly,25.0,edefb81cfc8d4d75c3709032ee15480cf29ea4c233de7c065385a97bf12d9270,2019,720125,SUPREME RW tights,273,Leggings/Tights,Garment Lower body,1010005,Colour blocking,7,Grey,4,Dark,12,Grey,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy,Sports tights in fast-drying functional fabric with a wide waistband to hold in and shape the waist. Regular waist with a concealed key pocket in the waistband.
2018-11-08,5dc367a31827d50b5d6f4e6c86e2dfa955b9d01e552857fcb9371c489ef00d19,566320017,82.17,2,,,ACTIVE,NONE,36.0,c3d2f78b82a3990c517ea7ffc687d2e13775dda354048c60abe38bb592a344b2,2018,566320,NICHOLAS l/s SB,255,T-shirt,Garment Upper body,1010016,Solid,42,Red,7,Medium,18,Red,7668,Kids Boy Jersey Basic,H,Children Sizes 92-140,4,Baby/Children,72,Boys Underwear & Basics,1002,Jersey Basic,Long-sleeved top in organic cotton jersey.
2019-07-25,369fbef08c300fe8c1a994ed68c060e66e1fb8976502e73ce0f91a8321446fe2,726925001,103.09,2,,,ACTIVE,NONE,29.0,db710b4a0efe4d72c17772cca9c1646331fba51b4b9dd4816d2cbce7741c3abb,2019,726925,Xtina Cheeky Brief,59,Swimwear bottom,Swimwear,1010026,Other structure,93,Dark Green,2,Medium Dusty,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini bottoms with a mid waist, wide sides and a high cut at the back."
2020-06-08,5f8ec85065bfcf35f3f6a34abca61e5f18ea5d788f1f8731c6b76fca026aba5a,642825003,176.29,2,,,ACTIVE,NONE,48.0,89ccb42ecaaef1b477ca887646189dc7a6388791c309ac3f62936ca2288b5760,2020,642825,Viva Las Vegas Push Bra,298,Bikini top,Swimwear,1010016,Solid,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Fully lined bikini top with underwired, moulded, padded cups that lift and shape. Double straps at the hem, ties at the back of the neck and an adjustable metal fastener at the back."
2019-05-18,872798dae4ca9e1b9d5536875098c44fabfa43c38f76dc57818ffb57e66b642c,726184002,134.46,2,,,ACTIVE,NONE,25.0,e23740bd061815cb394c323b747ac8cf34ee963934d38e6cb3fe82ddbbdd7e7b,2019,726184,J LENA SHORTS EQ,274,Shorts,Garment Lower body,1010001,All over pattern,12,Light Beige,1,Dusty Light,11,Beige,3030,Equatorial Assortment,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1001,Unknown,"Short shorts in jersey made from a modal and cotton blend with a high, elasticated drawstring waist, side pockets and frill-trimmed hems."
2018-11-08,1f383b3cf3ad2c93559b3f66948e2d4a1dd285c690756e552578a31efc05c69c,608776002,113.55,1,,,ACTIVE,NONE,29.0,159d267d79cb98306e768af9fce8ed1dfca92adf17c5f5211c34794183154fea,2018,608776,Scallop 5p Socks,302,Socks,Socks & Tights,1010016,Solid,9,Black,4,Dark,5,Black,3611,Shopbasket Socks,B,Lingeries/Tights,1,Ladieswear,62,"Womens Nightwear, Socks & Tigh",1021,Socks and Tights,Fine-knit socks with a scalloped edge.
2019-10-03,0fd1da16819803226be37c73f002a018b5e1257bc7a087f8142e0c7d4547ffb5,562245046,239.04,1,1.0,1.0,ACTIVE,Regularly,23.0,b9743bc778e73cdd2476c9832f6805c29352ed4ce4ccb34279514f21ba3b576e,2019,562245,Luna skinny RW,272,Trousers,Garment Lower body,1010016,Solid,9,Black,4,Dark,5,Black,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers,"5-pocket jeans in washed, superstretch denim with a regular waist, zip fly and button, and skinny legs."
2019-04-28,9aa6e3347b392040d945adced4c7c04b94a731450a7986f147b874e27a9c0333,656763007,186.75,2,1.0,1.0,ACTIVE,Regularly,27.0,902dfa2e7791f7a965afcab525fd02754e293de2b0e83c2e7dc39b3df50266da,2019,656763,Kajsa HW,274,Shorts,Garment Lower body,1010017,Stripe,73,Dark Blue,4,Dark,2,Blue,1723,Shorts,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1025,Shorts,"Shorts in woven fabric with a high, elasticated paper bag waist and detachable tie belt. Side pockets, fly with a concealed zip, and short, wide legs."
2019-08-19,9dfcb7307785bfbb65749543c127d7f1dd2c377b06a9c64d8b8dc2cb5b63f939,587228002,103.09,2,,,ACTIVE,Regularly,25.0,a7276b00849090e1e3226b1f2b8917993c6f2b2cd075a5c4e2da2ff4c41fbe8a,2019,587228,Lazer Razer Balconette,298,Bikini top,Swimwear,1010016,Solid,10,White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear,"Lined balconette bikini top with underwired, lightly padded, scallop-trimmed cups. Detachable shoulder straps that tie at the neck and an adjustable metal fastener at the back. Side support and a silicone trim."
2019-06-27,51be87357cb1c484b0c80c622ceec5ecca400b8d212df334f89cf58429447e56,581363016,134.46,2,,,ACTIVE,NONE,48.0,5fb42ba53c778c62864e35c263131178aec064f39c8c3753745812bae700f6a2,2019,581363,Scallop ballerina,86,Ballerinas,Shoes,1010016,Solid,32,Orange,1,Dusty Light,3,Orange,3527,Flats,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes,Ballet pumps with scalloped edges. Satin linings and insoles and thermoplastic rubber (TPR) soles.
2020-06-24,5dc6c17fdc3188e019527709d5d811aa8e6f3a421744d118ac22967193d91ffb,926306002,134.46,2,,,PRE-CREATE,NONE,44.0,edb08eabcd10fca7f1ea0e8424086c2854412ddd97e88cedf9ac09b958615281,2020,926306,Charlie top Conscious,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy,"Straight-style top in jersey crêpe with a boat neck. Short, wide sleeves with pleats and double-layered trims."
2018-12-26,7e0d805206f00273bc9bb7dc5d072babfceaaa8860e31941adc3824ed86acba1,537688015,343.61,2,1.0,1.0,ACTIVE,Regularly,37.0,3cb538e8f762f3cf331bdb5800cdd5d4baf8e7a7d2225fab91263040344332e0,2018,537688,Rachel,252,Sweater,Garment Upper body,1010010,Melange,7,Grey,1,Dusty Light,12,Grey,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,Long polo-neck jumper in a soft knit with long raglan sleeves and ribbing at the cuffs and hem.
2019-03-15,e7d685e7511b150f9875ee5c911fbeddeae212bfba74ba351f9733e13d637da7,711898001,82.17,1,1.0,1.0,ACTIVE,Regularly,47.0,77da9eae75281879eb8407922d0800b9cf07b366b6ddf8d4345e6fa44280c7ca,2019,711898,Lexi Clutch,66,Bag,Accessories,1010016,Solid,9,Black,4,Dark,5,Black,3209,Bags,C,Ladies Accessories,1,Ladieswear,65,Womens Big accessories,1019,Accessories,Large clutch bag in grained imitation leather with a flap with a metal decoration and concealed magnetic fastener. Narrow detachable metal chain shoulder strap and a sewn-in card holder with three compartments on the inside. Unlined. Size approx. 4x20x27 cm.
2018-10-05,fd7c11fd022141d1e9b8e2e85e8dfd713da9b860f4a0de52950cba59263fcd7a,622878002,171.06,1,1.0,,ACTIVE,Regularly,51.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c,2018,622878,Noah hood TP,308,Hoodie,Garment Upper body,1010005,Colour blocking,9,Black,4,Dark,5,Black,8748,Young Boy Jersey Fancy,I,Children Sizes 134-170,4,Baby/Children,47,Young Boy,1005,Jersey Fancy,"Long-sleeved top in soft sweatshirt fabric with a wrapover, jersey-lined hood, print motif and ribbing at the cuffs and hem. Soft brushed inside."
2020-09-09,7b51e5c17ce554fc1f1d316ed7edad198b6450836faba1af3b947edc66d8e960,865926001,134.46,1,,,ACTIVE,NONE,29.0,a80a51ea51b24ff9c3977bc04ea9e64b43f2f7e3c3974c5703d081845193d9a2,2020,865926,Sonja top,254,Top,Garment Upper body,1010016,Solid,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy,"Fitted top in soft, ribbed viscose jersey with a small collar, long sleeves and overlocked edges at the neckline, cuffs and hem."
2019-08-02,237d71e5aecb84cc788c3db18d1ccbd54e3a12be8d5b82057461c5f691a95a78,738320005,155.38,2,1.0,1.0,ACTIVE,Regularly,30.0,f6cb1d048a43f51ac68f9a251d6baef0a2624582fae54a708447f3ec8cfeae1b,2019,738320,PE S WEBSTER TANK,254,Top,Garment Upper body,1010016,Solid,93,Dark Green,2,Medium Dusty,12,Grey,3080,Take Care External,A,Ladieswear,1,Ladieswear,97,Collaborations,1001,Unknown,"Yoga top in ribbed, softly draping jersey made from a silk blend. Shoulder straps with a wrapover and open section at the back."
2019-08-23,fb69ccaa95aa2078941c3623e5a3ba1cf5238b6016fdf8edf888ba100b327918,711582004,82.17,1,1.0,1.0,ACTIVE,Regularly,49.0,e6c446919cc45e90674491fa36f74798cee296bd6ee9311212899d6f97552cde,2019,711582,Kendall bikerpant,273,Leggings/Tights,Garment Lower body,1010001,All over pattern,14,Dark Beige,2,Medium Dusty,13,Brown,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic,Cycling shorts in soft cotton jersey with an elasticated waist.
2020-08-20,6c4489738a4064d8634231a0c48525b28042372f2da54972568f8219141ae618,904820001,207.67,1,,,ACTIVE,NONE,64.0,9aafe033b53d040cfaf4eb0370060268831dcda3c49626b347f951880f1fcf2a,2020,904820,Java,275,Skirt,Garment Lower body,1010001,All over pattern,9,Black,4,Dark,5,Black,1422,Skirt,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1012,Skirts,"Calf-length skirt in a patterned viscose weave with a high waist, concealed zip in one side, pleats at one side of the hem and a high slit at the front. Unlined."
2019-02-12,d6dd95eaa047ca561d132a856ec69188446fb747bd0bacdc678dc49be3bfe4c8,697992003,291.33,2,1.0,1.0,ACTIVE,Regularly,25.0,71b06b9669c011ddf89f683417581e37f60181aeb50b445690246ed3bc0631fb,2019,697992,Raven,252,Sweater,Garment Upper body,1010016,Solid,61,Light Purple,3,Light,6,Lilac Purple,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear,"Boxy-style jumper in a soft, textured knit with a deep V-neck, dropped shoulders, long sleeves and roll edges at the cuffs and hem."
